|num_files_total|count_moving_mean|count_moving_std|files_size_MB_total|size_moving_mean|size_moving_std
2025-06-06 00:55:00|0.00040253447633246367|0.01012938490278835|0.0035145493528494203|0.00040623837956791633|0.04977801579373168|0.008934822363415975
2025-06-06 01:00:00|0.0011032426388371227|0.00920224174911783|0.0033716369349334687|0.00136132953676024|0.05074436610501105|0.008517827319049605
2025-06-06 01:05:00|0.001982855013045099|0.010350792223067874|0.003464452454767674|0.00469123922354296|0.04811285193847272|0.008031846068033895
2025-06-06 01:10:00|0.007171077152441297|0.016508683318342213|0.006634308707339312|0.005527897082370386|0.05172402629607863|0.00760730243616361
2025-06-06 01:15:00|0.006738725307491614|0.02207154224036532|0.008124629937572172|0.006165895205117486|0.0507672621947932|0.007358443116820367
2025-06-06 01:20:00|0.005218039508013418|0.02626444336815886|0.008446743825665973|0.0024747017297544584|0.05011038395820418|0.007515231276806349
2025-06-06 01:25:00|0.005039135296310101|0.03058188611360963|0.00841563415913355|0.007480727238308578|0.05135720184404259|0.007865872360113315
2025-06-06 01:30:00|0.03989563920983973|0.063391683387532|0.037666340592128617|0.002172258619193728|0.05186021134281819|0.007685741334574649
2025-06-06 01:35:00|0.005665300037271711|0.06805507507091953|0.03723640261046708|0.0009884480482091164|0.0469663734243708|0.008290527048397875
2025-06-06 01:40:00|0.004726052925829296|0.07165294402546184|0.03681763443189787|0.0014602414557386358|0.04297729555678413|0.008577842228654854
2025-06-06 01:45:00|0.004785687663063734|0.07526465093752162|0.0363610921340453|1.0825801657977142e-05|0.03685119444426204|0.008932557306554942
2025-06-06 01:50:00|0.004949683190458442|0.0789732235522037|0.03586025566160463|0.0024769047727971854|0.03103228199145358|0.0072727519311853485
2025-06-06 01:55:00|0.004949683190458442|0.08319380059503217|0.03519367658088873|0.004940456062028221|0.03538492757649928|0.007003911567996452
2025-06-06 02:00:00|0.001595229221021245|0.0836504531931087|0.03509754183286964|0.004174256394885669|0.03808521118163766|0.006750792383798207
2025-06-06 02:05:00|0.001222512113306001|0.0829447173597177|0.03523983661717975|0.001337143704498308|0.034865429937065914|0.00693080494494615
2025-06-06 02:10:00|0.0008199776369735371|0.0770497474572753|0.03589640856620636|0.0038762085801500226|0.03327988306425692|0.006588268546797706
2025-06-06 02:15:00|0.00041744316064107345|0.07118245346986785|0.036517668769540795|0.0022272226910972463|0.02949893412671302|0.00587180238634533
2025-06-06 02:20:00|0.009183749534103615|0.07486335016951498|0.03656795064951359|0.05852231801295146|0.08330213164655959|0.05508598883700609
2025-06-06 02:25:00|0.00044726052925829295|0.07060125925413409|0.03710739513822807|9.396598859450549e-05|0.0762111721926878|0.05556993351106157
2025-06-06 02:30:00|0.003563175549757734|0.036878156784058674|0.008784976973415388|0.008596258745395604|0.08237792415429046|0.055353588694649535
2025-06-06 02:35:00|0.0015654118524040255|0.0330727184667543|0.008659125264402191|0.0011490997862455732|0.08253214261649602|0.05533386634020487
2025-06-06 02:40:00|0.0005963473723443907|0.029239604234415004|0.008831063803613698|0.0008659428147750846|0.08196164257945654|0.055405496949128594
2025-06-06 02:45:00|0.0005218039508013418|0.02528194838441846|0.008836026021408764|0.0006003326996947492|0.08252754275822818|0.05532464007450565
2025-06-06 02:50:00|0.000506895266492732|0.021158237044212273|0.008611055730435165|0.0001202065104392614|0.0802652181401099|0.05559868462207705
2025-06-06 02:55:00|0.03439433469996273|0.04848820314121636|0.03320518792049748|0.0021163814767196976|0.0775542332169262|0.055792600404825754
2025-06-06 03:00:00|0.0006112560566530005|0.04757489794506331|0.03331457268578172|0.0007643579716203532|0.07428088368743765|0.05607807584050206
2025-06-06 03:05:00|0.0006410734252702199|0.047035217601881965|0.03338104069752316|0.0074646705736664005|0.08016303462110466|0.05577890038189575
2025-06-06 03:10:00|0.00019381289601192695|0.04645402338614821|0.033460044516517566|0.008140869688675747|0.08425691798659593|0.05566643230753918
2025-06-06 03:15:00|0.0021468505404398062|0.04805922645817478|0.03328232432776734|0.00720334750475229|0.08903377459508577|0.05537326641744732
2025-06-06 03:20:00|0.0005367126351099516|0.04003321109804193|0.0330883894506216|0.0010111581388378384|0.033825640877718874|0.01098574418939159
2025-06-06 03:25:00|0.0005516213194185613|0.04013007680066422|0.033077101272723|0.005135046734132086|0.03866485226710613|0.0106297131171556
2025-06-06 03:30:00|0.0032053671263510995|0.03979796582024493|0.03308200388773404|0.0056484552101655604|0.03583509310207216|0.00958603467966663
2025-06-06 03:35:00|0.017025717480432353|0.054147927765861754|0.035451042674207664|0.000422895102578462|0.0351379691809092|0.00977179217001985
