|num_files_total|count_moving_mean|count_moving_std|files_size_MB_total|size_moving_mean|size_moving_std
2025-07-06 16:30:00|360|967.8333333333334|943.8845107834911|44.428513|273.42973616666546|529.2624146452272
2025-07-06 16:35:00|1208|1061.5|903.0924144797866|115.294334|280.5072539999988|526.2759866759179
2025-07-06 16:40:00|1269|1063.5|903.5621928587196|1817.641|272.5018206666655|499.20872552024736
2025-07-06 16:45:00|1225|1063.5833333333333|903.5783870341152|164.1913|276.67192066666547|497.9731731211594
2025-07-06 16:50:00|85|966.25|943.3525442417026|26.540146|269.09150283333213|501.2976240640028
2025-07-06 16:55:00|84|966.4166666666666|943.1822785687194|20.648605|268.2395302499988|501.7477770913948
2025-07-06 17:00:00|1278|1056.25|914.4481818412397|124.30373|272.0136514999988|500.3634623907615
2025-07-06 17:05:00|48|957.75|956.7141802687432|28.145378|263.63684383333214|503.8110198517173
2025-07-06 17:10:00|2381|1053.6666666666667|1040.5174703293683|212.47914|272.1941154999988|501.82857413014136
2025-07-06 17:15:00|74|956.8333333333334|1075.4882048576355|34.748688|264.9071294999988|504.83064184094434
2025-07-06 17:20:00|1208|772.6666666666666|758.1172052985711|443.02277|262.6211686666654|503.8764802683589
2025-07-06 17:25:00|57|773.0833333333334|757.6863657133455|9.501122|253.4120604999988|507.7150973953162
2025-07-06 17:30:00|1332|854.0833333333334|761.4575089122225|138.15317|261.2224485833321|504.92117153652185
2025-07-06 17:35:00|1229|855.8333333333334|762.3684188505092|113.53144|261.0755407499988|504.96774375215193
2025-07-06 17:40:00|72|756.0833333333334|781.4641803381224|1708.2233|251.95739908333212|474.3665217581537
2025-07-06 17:45:00|1231|756.5833333333334|781.7933298551984|115.465805|247.89694116666544|475.39350072998417
2025-07-06 17:50:00|3396|1032.5|1058.5214817247445|486.06247|286.1904681666654|474.4485836436597
2025-07-06 17:55:00|1248|1129.5|1016.188287850071|121.16802|294.56708608333213|470.20246686531056
2025-07-06 18:00:00|157|1036.0833333333333|1052.1842612855369|88.630615|291.5943264999988|471.48779319120814
2025-07-06 18:05:00|1230|1134.5833333333333|1005.5698030409928|123.374626|299.5300971666655|467.4344807864559
2025-07-06 18:10:00|1222|1038.0|927.6080677057248|113.4503|291.27769383333214|469.97829040284404
2025-07-06 18:15:00|1242|1135.3333333333333|877.1678945056856|93.44832|296.16932983333214|467.3637595389459
2025-07-06 18:20:00|37|1037.75|931.7844195657469|11.665754|260.22291183333215|471.61119706837707
2025-07-06 18:25:00|1233|1135.75|879.6408487145735|125.560425|269.89452041666544|467.1712186140579
2025-07-06 18:30:00|182|1039.9166666666667|918.1188731049681|58.806557|263.28230266666543|469.75971713997177
2025-07-06 18:35:00|40|940.8333333333334|959.1016472183697|15.2608595|255.0930876249988|473.44968695030576
2025-07-06 18:40:00|2447|1138.75|1007.3480147036054|1905.855|271.56239595833216|528.7956545202062
