lookback,layers,neurons,activation,learning_rate,dropout,batch,train_mse,val_mse,test_mse,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_mape,val_mape,test_mape,train_r2,val_r2,test_r2,epochs_trained,final_learning_rate,final_train_loss,final_val_loss,model_id,total_parameters,model_path,history
72,2,16,relu,0.04,0.08,256,0.000491916,0.002649322,0.002123447,0.013364508,0.017566987,0.015839159,0.022179171,0.051471567,0.046080873,87858.41767,988998.235,124484.6199,-0.003601169,-0.005842933,-0.001246926,11,0.04,0.000491494,0.002663895,L2N16AreluLB72LR0.04D0.08B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.04D0.08B256.keras,"{'loss': [0.0008398575009778142, 0.0004925106768496335, 0.0004941190709359944, 0.0004966267733834684, 0.000496801920235157, 0.000492880295496434, 0.000492825114633888, 0.0004932804149575531, 0.0004936508485116065, 0.0004913877346552908, 0.0004914944292977452], 'val_loss': [0.0026493223849684, 0.002671085298061371, 0.0026659832801669836, 0.002680713078007102, 0.0026852588634938, 0.0026661399751901627, 0.00267158099450171, 0.002673158422112465, 0.002669409615918994, 0.0026649651117622852, 0.0026638952549546957], 'learning_rate': [0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582]}"
72,2,16,relu,0.04,0.1,256,0.000492247,0.002648399,0.002123072,0.013394578,0.017578002,0.015857589,0.022186649,0.051462597,0.046076811,88502.42062,996245.5922,125396.945,-0.004278069,-0.005492414,-0.001070412,11,0.04,0.000491426,0.002664719,L2N16AreluLB72LR0.04D0.1B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.04D0.1B256.keras,"{'loss': [0.0008820797665975988, 0.0004926708643324673, 0.0004936579498462379, 0.0004956162883900106, 0.0004971251473762095, 0.0004926060209982097, 0.0004925468820147216, 0.0004930195864289999, 0.00049340829718858, 0.000491259153932333, 0.0004914260352961719], 'val_loss': [0.002648398745805025, 0.002668150467798114, 0.0026692282408475876, 0.0026714957784861326, 0.0026905646082013845, 0.0026623723097145557, 0.002668663626536727, 0.002672964707016945, 0.002672240138053894, 0.00266479910351336, 0.0026647192426025867], 'learning_rate': [0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582]}"
72,2,16,relu,0.06,0.02,256,0.000440639,0.002536884,0.002071665,0.012280885,0.015600074,0.014262204,0.020991396,0.050367488,0.045515551,60192.73083,626137.6804,93519.78357,0.101013439,0.036845436,0.023169058,14,0.06,0.000422193,0.002546573,L2N16AreluLB72LR0.06D0.02B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.06D0.02B256.keras,"{'loss': [0.0008738980395719409, 0.00044280377915129066, 0.00043734433711506426, 0.0004365362401586026, 0.0004356373683549464, 0.00043794422526843846, 0.000428172352258116, 0.0004287821939215064, 0.0004276350373402238, 0.00042382252286188304, 0.00042640281026251614, 0.000426475889980793, 0.00042622562614269555, 0.0004221934941597283], 'val_loss': [0.0026215394027531147, 0.002557328436523676, 0.0025469225365668535, 0.0025368835777044296, 0.0025463192723691463, 0.002577865729108453, 0.0025602669920772314, 0.002551988698542118, 0.0025475965812802315, 0.0025459479074925184, 0.002549320925027132, 0.0025511672720313072, 0.0025486713275313377, 0.0025465728249400854], 'learning_rate': [0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.014999999664723873, 0.014999999664723873, 0.014999999664723873, 0.014999999664723873, 0.007499999832361937]}"
72,2,16,relu,0.06,0.04,256,0.000497276,0.0026406,0.002120884,0.013747481,0.017720228,0.016092938,0.022299689,0.051386768,0.046053054,95085.07293,1070321.303,134722.136,-0.014537605,-0.002531458,-3.84E-05,15,0.06,0.000491329,0.002662176,L2N16AreluLB72LR0.06D0.04B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.06D0.04B256.keras,"{'loss': [0.000969184678979218, 0.0004943837411701679, 0.0004975905176252127, 0.0004967637360095978, 0.0004986702697351575, 0.0004950306029058993, 0.0004948479472659528, 0.0004962785169482231, 0.0004967518616467714, 0.0004920458886772394, 0.0004921049112454057, 0.0004922899533994496, 0.000492543273139745, 0.0004911095020361245, 0.0004913288285024464], 'val_loss': [0.002674071816727519, 0.002666330663487315, 0.0026884570252150297, 0.0026498823426663876, 0.0026405996177345514, 0.0026688093785196543, 0.0026650105137377977, 0.0026724953204393387, 0.0026858197525143623, 0.002659808611497283, 0.0026616265531629324, 0.002664353931322694, 0.002667619613930583, 0.0026607653126120567, 0.0026621760334819555], 'learning_rate': [0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.014999999664723873, 0.014999999664723873, 0.014999999664723873, 0.014999999664723873, 0.007499999832361937, 0.007499999832361937]}"
72,2,16,relu,0.06,0.06,256,0.000439211,0.002550152,0.002074522,0.012124737,0.015715493,0.014321709,0.020957354,0.050499033,0.045546917,60658.62682,685477.3462,91163.28221,0.103926839,0.031807921,0.021822263,14,0.06,0.000433366,0.002553637,L2N16AreluLB72LR0.06D0.06B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.06D0.06B256.keras,"{'loss': [0.0009312857873737812, 0.0004540653608273715, 0.00044438085751608014, 0.0004443602229002863, 0.0004419423930812627, 0.00044603453716263175, 0.0004386522632557899, 0.0004392206610646099, 0.00043810642091557384, 0.00043447999632917345, 0.0004362234321888536, 0.00043663178803399205, 0.00043740481487475336, 0.00043336633825674653], 'val_loss': [0.0026012237649410963, 0.0025877521838992834, 0.0025639785453677177, 0.00255015236325562, 0.0025583833921700716, 0.0025729909539222717, 0.0025701122358441353, 0.0025647873990237713, 0.0025583356618881226, 0.0025526336394250393, 0.0025560385547578335, 0.002558300504460931, 0.002557894913479686, 0.0025536371394991875], 'learning_rate': [0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.014999999664723873, 0.014999999664723873, 0.014999999664723873, 0.014999999664723873, 0.007499999832361937]}"
72,2,16,relu,0.06,0.08,256,0.000494558,0.002643868,0.002121534,0.013573289,0.017646093,0.015971337,0.022238666,0.051418557,0.046060112,92013.28001,1035754.475,130370.5483,-0.008992673,-0.003772215,-0.000344931,11,0.06,0.000491606,0.002662398,L2N16AreluLB72LR0.06D0.08B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.06D0.08B256.keras,"{'loss': [0.0012849716003984213, 0.0004927570698782802, 0.0004941356019116938, 0.0004967728746123612, 0.0004967380664311349, 0.0004929488059133291, 0.0004929988645017147, 0.000493467494379729, 0.0004939684295095503, 0.0004915164317935705, 0.0004916058969683945], 'val_loss': [0.002643867861479521, 0.002670965390279889, 0.0026659038849174976, 0.002682813908904791, 0.0026805568486452103, 0.0026684978511184454, 0.002672966104000807, 0.0026715905405580997, 0.00266652787104249, 0.002664355793967843, 0.002662397688254714], 'learning_rate': [0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.014999999664723873, 0.014999999664723873]}"
72,2,16,relu,0.06,0.1,256,0.000495587,0.002642459,0.002121191,0.013642186,0.017674245,0.016017951,0.022261774,0.051404852,0.046056387,93264.14452,1049830.551,132142.5578,-0.011090684,-0.003237194,-0.000183138,11,0.06,0.00049149,0.002663914,L2N16AreluLB72LR0.06D0.1B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.06D0.1B256.keras,"{'loss': [0.0013872862327843904, 0.0004931590519845486, 0.0004936391487717628, 0.0004956679185852408, 0.0004971298039890826, 0.0004927138797938824, 0.0004926638794131577, 0.0004931677249260247, 0.0004935782635584474, 0.0004913607845082879, 0.0004914895980618894], 'val_loss': [0.0026424587704241276, 0.0026681290473788977, 0.0026693111285567284, 0.002672310220077634, 0.0026900949887931347, 0.002663632621988654, 0.002670157002285123, 0.002673363545909524, 0.002670206129550934, 0.0026649683713912964, 0.0026639141142368317], 'learning_rate': [0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.05999999865889549, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.029999999329447746, 0.014999999664723873, 0.014999999664723873]}"
72,2,16,relu,0.08,0.02,256,0.00042006,0.002540513,0.002056448,0.010956866,0.014651763,0.012819504,0.020495354,0.050403504,0.04534808,45095.72769,464513.1956,73013.39722,0.142998859,0.035467533,0.030344177,19,0.08,0.00042244,0.002548692,L2N16AreluLB72LR0.08D0.02B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.08D0.02B256.keras,"{'loss': [0.0010842694900929928, 0.0004454092413652688, 0.0004379552265163511, 0.0004372811526991427, 0.0004433665599208325, 0.00043495575664564967, 0.0004285410395823419, 0.00042823809781111777, 0.00042718430631794035, 0.0004255381936673075, 0.00042796743218787014, 0.00042817529174499214, 0.0004276568361092359, 0.0004218695394229144, 0.000423494610004127, 0.0004223358992021531, 0.0004234931548126042, 0.00042236424633301795, 0.0004224396252539009], 'val_loss': [0.0026200872380286455, 0.0025547342374920845, 0.0025469267275184393, 0.0025436249561607838, 0.00254934118129313, 0.0025605245027691126, 0.002547934651374817, 0.0025474168360233307, 0.002540512941777706, 0.002547599608078599, 0.002549909520894289, 0.002556111430749297, 0.002561864210292697, 0.0025467779487371445, 0.0025450161192566156, 0.0025445856153964996, 0.002549031050875783, 0.0025468459352850914, 0.0025486918166279793], 'learning_rate': [0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291]}"
72,2,16,relu,0.08,0.04,256,0.000506566,0.002635372,0.002122006,0.014245256,0.017949775,0.016464883,0.02250703,0.051335875,0.046065231,102535.7845,1154159.571,145276.8586,-0.033491575,-0.000546634,-0.00056732,15,0.08,0.000491356,0.002664885,L2N16AreluLB72LR0.08D0.04B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.08D0.04B256.keras,"{'loss': [0.0012660425854846835, 0.000494718027766794, 0.0004971640883013606, 0.0004978996585123241, 0.0004987942520529032, 0.0004981521051377058, 0.0004965083790011704, 0.0004967921413481236, 0.0004968335852026939, 0.0004927943809889257, 0.0004925255780108273, 0.0004928517737425864, 0.0004931561998091638, 0.0004911409923806787, 0.0004913561861030757], 'val_loss': [0.0026693767867982388, 0.002670434070751071, 0.002667250344529748, 0.002642368897795677, 0.0026353721041232347, 0.002665372099727392, 0.0026763000059872866, 0.0026900069788098335, 0.0026856837794184685, 0.002663452411070466, 0.0026675972621887922, 0.0026713863480836153, 0.0026732843834906816, 0.002663766499608755, 0.0026648847851902246], 'learning_rate': [0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582]}"
72,2,16,relu,0.08,0.06,256,0.000491867,0.002649466,0.002123507,0.013359972,0.017565319,0.01583636,0.022178079,0.051472968,0.046081524,87759.53539,987885.4471,124344.5381,-0.003502395,-0.005897713,-0.001275221,15,0.08,0.000491311,0.00266015,L2N16AreluLB72LR0.08D0.06B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.08D0.06B256.keras,"{'loss': [0.001601602416485548, 0.0004938004422001541, 0.0004955136682838202, 0.0004971011658199131, 0.0004974330076947808, 0.000493454746901989, 0.0004937055637128651, 0.0004945717519149184, 0.0004959125071763992, 0.0004916597390547395, 0.0004919168422929943, 0.0004920506034977734, 0.0004922177758999169, 0.0004911216092295945, 0.0004913107259199023], 'val_loss': [0.0026935699861496687, 0.0026744024362415075, 0.0026738541200757027, 0.0026820518542081118, 0.0026494665071368217, 0.002672088798135519, 0.002668699249625206, 0.0026647893246263266, 0.002669047797098756, 0.0026606866158545017, 0.002659793011844158, 0.002660954836755991, 0.002663367660716176, 0.002659012796357274, 0.0026601499412208796], 'learning_rate': [0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582]}"
72,2,16,relu,0.08,0.08,256,0.000500631,0.002637989,0.002120882,0.013938371,0.017807439,0.016233536,0.022374787,0.05136136,0.046053037,98146.56286,1104771.165,139059.0998,-0.021382369,-0.001540282,-3.77E-05,11,0.08,0.000491613,0.002662288,L2N16AreluLB72LR0.08D0.08B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.08D0.08B256.keras,"{'loss': [0.0019592938479036093, 0.0004932976444251835, 0.0004939726204611361, 0.0004965082625858486, 0.0004968197899870574, 0.0004929284332320094, 0.0004929611459374428, 0.0004934477037750185, 0.0004939566133543849, 0.0004915181780233979, 0.0004916125326417387], 'val_loss': [0.002637989819049835, 0.00267054233700037, 0.0026665939949452877, 0.0026801920030266047, 0.0026829461567103863, 0.0026678196154534817, 0.002672774950042367, 0.0026717798318713903, 0.002666563494130969, 0.0026643211022019386, 0.002662288025021553], 'learning_rate': [0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164]}"
72,2,16,relu,0.08,0.1,256,0.000498174,0.002639783,0.002120817,0.013800339,0.017743856,0.016131556,0.022319821,0.051378823,0.046052332,95965.0784,1080223.811,135968.7741,-0.016370303,-0.00222146,-7.03E-06,11,0.08,0.000491486,0.002663953,L2N16AreluLB72LR0.08D0.1B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.08D0.1B256.keras,"{'loss': [0.002154600340873003, 0.0004939488135278225, 0.0004934936296194792, 0.0004953606403432786, 0.000497204891871661, 0.0004926244146190584, 0.0004926052642986178, 0.0004931202856823802, 0.0004935474134981632, 0.0004913475131615996, 0.0004914855817332864], 'val_loss': [0.0026397835463285446, 0.002666672458872199, 0.0026706098578870296, 0.002670035930350423, 0.0026903904508799314, 0.0026628640480339527, 0.002669574460014701, 0.002673334674909711, 0.002670564688742161, 0.0026649674400687218, 0.002663953462615609], 'learning_rate': [0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.07999999821186066, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.03999999910593033, 0.019999999552965164, 0.019999999552965164]}"
72,2,16,relu,0.1,0.04,256,0.00045182,0.002546137,0.002066471,0.012918258,0.016011842,0.0143156,0.021256057,0.050459256,0.045458453,67811.12941,702653.8026,104438.6743,0.078201571,0.03333257,0.025618305,18,0.1,0.000426024,0.002559046,L2N16AreluLB72LR0.1D0.04B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.1D0.04B256.keras,"{'loss': [0.00166307610925287, 0.0004976894706487656, 0.0004910582210868597, 0.00047782546607777476, 0.00044458903721533716, 0.00044681955478154123, 0.0004485726822167635, 0.00044827265082858503, 0.0004347465292084962, 0.000431951746577397, 0.0004333851975388825, 0.0004324035835452378, 0.00043284331331960857, 0.00043261933024041355, 0.0004327551869209856, 0.00043331977212801576, 0.00042838207446038723, 0.000426023529144004], 'val_loss': [0.0026850923895835876, 0.002678791992366314, 0.002635506447404623, 0.002572108758613467, 0.002561077708378434, 0.0025561877992004156, 0.002547085052356124, 0.002546136500313878, 0.002563095185905695, 0.002559846267104149, 0.002557544969022274, 0.0025542215444147587, 0.0025714898947626352, 0.002567860297858715, 0.0025740002747625113, 0.002588248113170266, 0.0025623084511607885, 0.002559046261012554], 'learning_rate': [0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.02500000037252903, 0.02500000037252903, 0.02500000037252903, 0.02500000037252903, 0.012500000186264515, 0.012500000186264515]}"
72,2,16,relu,0.1,0.06,256,0.000497775,0.00264013,0.00212084,0.013777061,0.017733365,0.016114535,0.022310881,0.051382193,0.046052576,95580.57839,1075897.698,135424.154,-0.015556271,-0.002352954,-1.76E-05,11,0.1,0.000491766,0.002659645,L2N16AreluLB72LR0.1D0.06B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.1D0.06B256.keras,"{'loss': [0.005744814872741699, 0.000500642170663923, 0.00049363705329597, 0.0004937331541441381, 0.0004940710496157408, 0.0004921245272271335, 0.0004922447842545807, 0.0004924014210700989, 0.0004926093970425427, 0.00049140106420964, 0.0004917656187899411], 'val_loss': [0.0026401299983263016, 0.0026632833760231733, 0.002661211881786585, 0.00267171417362988, 0.0026699474547058344, 0.0026645571924746037, 0.002661102218553424, 0.002659960649907589, 0.0026607424952089787, 0.002658549463376403, 0.002659645164385438], 'learning_rate': [0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.02500000037252903, 0.02500000037252903]}"
72,2,16,relu,0.1,0.08,256,0.000508422,0.002634887,0.002122544,0.0143342,0.017993244,0.016533827,0.022548222,0.051331149,0.046071078,103737.3108,1167679.116,146978.9299,-0.037278004,-0.000362408,-0.000821319,11,0.1,0.000491588,0.002662588,L2N16AreluLB72LR0.1D0.08B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.1D0.08B256.keras,"{'loss': [0.002880964195355773, 0.0004941721563227475, 0.000493811909109354, 0.0004961601225659251, 0.0004969537840224802, 0.0004928797716274858, 0.0004928753478452563, 0.0004933777963742614, 0.0004938548663631082, 0.0004914893652312458, 0.0004915882018394768], 'val_loss': [0.00263488688506186, 0.002670150948688388, 0.0026676696725189686, 0.002676865318790078, 0.002686255145817995, 0.0026664717588573694, 0.0026721921749413013, 0.0026724354829639196, 0.00266726640984416, 0.002664533443748951, 0.002662588143721223], 'learning_rate': [0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.02500000037252903, 0.02500000037252903]}"
72,2,16,relu,0.1,0.1,256,0.000497266,0.00264061,0.002120885,0.013746872,0.017719957,0.016092494,0.02229946,0.051386864,0.046053066,95074.78234,1070205.505,134707.5581,-0.014516817,-0.002535202,-3.89E-05,11,0.1,0.000491463,0.002664251,L2N16AreluLB72LR0.1D0.1B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AreluLB72LR0.1D0.1B256.keras,"{'loss': [0.003210117807611823, 0.0004948324058204889, 0.0004933314048685133, 0.0004950373549945652, 0.0004972152528353035, 0.000492474006023258, 0.0004925134126096964, 0.000493024883326143, 0.0004934667958877981, 0.0004913043230772018, 0.0004914627643302083], 'val_loss': [0.002640609862282872, 0.002664460800588131, 0.002671868773177266, 0.0026678252033889294, 0.0026894656475633383, 0.0026618740521371365, 0.0026685025077313185, 0.0026730739045888186, 0.002671522554010153, 0.002664935542270541, 0.0026642505545169115], 'learning_rate': [0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.10000000149011612, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.05000000074505806, 0.02500000037252903, 0.02500000037252903]}"
72,2,16,sigmoid,0.02,0.02,256,0.000478235,0.002642525,0.002115408,0.01289506,0.017149906,0.015487308,0.021868596,0.051405494,0.045993569,81645.57017,893924.7202,118795.4279,0.024308861,-0.003262264,0.002543366,15,0.02,0.000542781,0.002658136,L2N16AsigmoidLB72LR0.02D0.02B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AsigmoidLB72LR0.02D0.02B256.keras,"{'loss': [0.010515433736145496, 0.001466791145503521, 0.00119211885612458, 0.0009079704759642482, 0.0007692418876104057, 0.0006979728932492435, 0.0006360713741742074, 0.0006163581274449825, 0.0005832439055666327, 0.0005726019153371453, 0.0005574033712036908, 0.0005611020023934543, 0.0005489081959240139, 0.0005388213321566582, 0.0005427814903669059], 'val_loss': [0.0027175203431397676, 0.002684300299733877, 0.002651376649737358, 0.0026606861501932144, 0.0026425246614962816, 0.00264606811106205, 0.0026426727417856455, 0.0026489412412047386, 0.002659195102751255, 0.0026568174362182617, 0.0026502669788897038, 0.002653449773788452, 0.0026465130504220724, 0.0026539776008576155, 0.00265813572332263], 'learning_rate': [0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.0024999999441206455, 0.0024999999441206455]}"
72,2,16,sigmoid,0.02,0.04,256,0.00048656,0.002650917,0.002121632,0.013131464,0.017396346,0.015677156,0.022058095,0.051487058,0.046061173,84313.62165,937330.8056,120581.0904,0.00732617,-0.006448499,-0.000391025,16,0.02,0.000528819,0.002660833,L2N16AsigmoidLB72LR0.02D0.04B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AsigmoidLB72LR0.02D0.04B256.keras,"{'loss': [0.011750729754567146, 0.0018555878195911646, 0.0012063521426171064, 0.000836882449220866, 0.0006808258476667106, 0.000620465783867985, 0.0005894806236028671, 0.0005751194548793137, 0.000553938967641443, 0.0005448129377327859, 0.000537076557520777, 0.0005401814705692232, 0.00053575006313622, 0.0005276782321743667, 0.000530724530108273, 0.0005288191605359316], 'val_loss': [0.002656441181898117, 0.002674979856237769, 0.002657968318089843, 0.0026572614442557096, 0.00266198324970901, 0.0026509170420467854, 0.0026541107799857855, 0.002657890785485506, 0.002664904110133648, 0.0026643811725080013, 0.0026616768445819616, 0.0026651457883417606, 0.002659908263012767, 0.002661421662196517, 0.002664418425410986, 0.0026608328334987164], 'learning_rate': [0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.004999999888241291, 0.0024999999441206455, 0.0024999999441206455, 0.0024999999441206455]}"
72,2,16,sigmoid,0.02,0.06,256,0.000515442,0.002629233,0.002124512,0.014749459,0.017982163,0.016875505,0.022703357,0.051276049,0.046092432,108984.3398,1202859.188,156239.5262,-0.051600349,0.001784067,-0.001749317,11,0.02,0.000531639,0.002661509,L2N16AsigmoidLB72LR0.02D0.06B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AsigmoidLB72LR0.02D0.06B256.keras,"{'loss': [0.012895499356091022, 0.0019336416153237224, 0.001117608742788434, 0.0007674623047932982, 0.0006398007390089333, 0.0005972090875729918, 0.0005702479975298047, 0.000562115921638906, 0.0005485933506861329, 0.0005411699530668557, 0.0005316394381225109], 'val_loss': [0.0026292335242033005, 0.002677721669897437, 0.0026579343248158693, 0.0026630850043147802, 0.0026631818618625402, 0.002650609239935875, 0.002658512908965349, 0.0026631210930645466, 0.0026602186262607574, 0.0026669311337172985, 0.0026615094393491745], 'learning_rate': [0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291]}"
72,2,16,sigmoid,0.02,0.08,256,0.000533127,0.002629756,0.002134168,0.015441066,0.018343409,0.017461561,0.023089549,0.051281148,0.046197058,116444.7284,1288459.479,166766.9815,-0.08768078,0.001585521,-0.006302252,11,0.02,0.000529165,0.002664399,L2N16AsigmoidLB72LR0.02D0.08B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AsigmoidLB72LR0.02D0.08B256.keras,"{'loss': [0.01364501379430294, 0.0018827738240361214, 0.001000927877612412, 0.0007070039282552898, 0.0006128748063929379, 0.0005807886482216418, 0.0005605419864878058, 0.0005559020210057497, 0.0005446110153570771, 0.0005382167873904109, 0.0005291651468724012], 'val_loss': [0.0026297590229660273, 0.0027005458250641823, 0.002656494965776801, 0.0026594686787575483, 0.0026574935764074326, 0.0026526148431003094, 0.002658701501786709, 0.002661957638338208, 0.0026618868578225374, 0.0026680377777665854, 0.002664398867636919], 'learning_rate': [0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291]}"
72,2,16,sigmoid,0.02,0.1,256,0.000540983,0.002631286,0.002138997,0.015727038,0.018506687,0.017705119,0.023259034,0.051296061,0.046249289,119289.1986,1321054.753,170741.3158,-0.103707243,0.001004721,-0.008578991,11,0.02,0.000527061,0.002662388,L2N16AsigmoidLB72LR0.02D0.1B256,3601,/gdrive/MyDrive/Colab Notebooks/LSTM_MFT/export/saved_models/model_L2N16AsigmoidLB72LR0.02D0.1B256.keras,"{'loss': [0.014617044478654861, 0.0018096379935741425, 0.0009398526162840426, 0.0006764456047676504, 0.0006053242250345647, 0.0005758786574006081, 0.0005587023333646357, 0.0005558222183026373, 0.0005413166363723576, 0.0005346778780221939, 0.0005270614637993276], 'val_loss': [0.0026312856934964657, 0.002679196884855628, 0.0026536949444562197, 0.002657250501215458, 0.0026523012202233076, 0.002654057927429676, 0.0026583257131278515, 0.002660657512024045, 0.002661073813214898, 0.0026668563950806856, 0.002662387676537037], 'learning_rate': [0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.019999999552965164, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.009999999776482582, 0.004999999888241291, 0.004999999888241291]}"
